Identificador Usuario,Tipo Suscripción,Ingresos Mensuales,Día Suscripción,Mes Suscripción,Año Suscripción,Fecha Suscripción,Día Último Pago,Mes Último Pago,Año Último Pago,Semana suscripción,Fecha Último Pago,Meses contratados,Ingresos totales,País,País2,Edad,Género,Dispositivo,Duración Plan,Duplicados,Duracion Plan (Meses),Tipo Plan,id_cliente,fecha,importe,producto,mes,año
517,Básica,10,6,8,23,2023-08-06,1900-01-28,1900-01-06,1900-01-24,domingo,2024-06-28,11,110,España,España,34,Femenino,Smart TV,3 Meses,0,3,Trimestral,517,2025-07-16,51,Plan Estándar,7,2025
517,Básica,10,6,8,23,2023-08-06,1900-01-28,1900-01-06,1900-01-24,domingo,2024-06-28,11,110,España,España,34,Femenino,Smart TV,3 Meses,0,3,Trimestral,517,2027-10-14,139,Plan Básico,10,2027
517,Básica,10,6,8,23,2023-08-06,1900-01-28,1900-01-06,1900-01-24,domingo,2024-06-28,11,110,España,España,34,Femenino,Smart TV,3 Meses,0,3,Trimestral,517,2032-12-15,489,Plan Estándar,12,2032
518,Estándar,12,7,8,23,2023-08-07,1900-01-27,1900-01-06,1900-01-24,lunes,2024-06-27,11,132,Reino Unido,Reino Unido,37,Femenino,Tablet,12 Meses,0,12,Anual,518,2024-09-17,46,Plan Estándar,9,2024
518,Estándar,12,7,8,23,2023-08-07,1900-01-27,1900-01-06,1900-01-24,lunes,2024-06-27,11,132,Reino Unido,Reino Unido,37,Femenino,Tablet,12 Meses,0,12,Anual,518,2033-01-17,236,Plan Básico,1,2033
521,Básica,10,18,6,23,2023-06-18,1900-01-28,1900-01-06,1900-01-24,domingo,2024-06-28,13,130,Francia,Francia,33,Femenino,Smart TV,3 Meses,0,3,Trimestral,521,2026-01-14,436,Plan Estándar,1,2026
521,Básica,10,18,6,23,2023-06-18,1900-01-28,1900-01-06,1900-01-24,domingo,2024-06-28,13,130,Francia,Francia,33,Femenino,Smart TV,3 Meses,0,3,Trimestral,521,2026-08-30,134,Plan Premium,8,2026
521,Básica,10,18,6,23,2023-06-18,1900-01-28,1900-01-06,1900-01-24,domingo,2024-06-28,13,130,Francia,Francia,33,Femenino,Smart TV,3 Meses,0,3,Trimestral,521,2027-02-14,54,Plan Estándar,2,2027
521,Básica,10,18,6,23,2023-06-18,1900-01-28,1900-01-06,1900-01-24,domingo,2024-06-28,13,130,Francia,Francia,33,Femenino,Smart TV,3 Meses,0,3,Trimestral,521,2028-02-15,255,Plan Básico,2,2028
521,Básica,10,18,6,23,2023-06-18,1900-01-28,1900-01-06,1900-01-24,domingo,2024-06-28,13,130,Francia,Francia,33,Femenino,Smart TV,3 Meses,0,3,Trimestral,521,2032-09-17,459,Plan Estándar,9,2032
522,Básica,10,17,6,23,2023-06-17,1900-01-27,1900-01-06,1900-01-24,sábado,2024-06-27,13,130,Francia,Francia,32,Femenino,Tablet,6 Meses,0,6,Semestral,522,2029-01-18,126,Plan Básico,1,2029
522,Básica,10,17,6,23,2023-06-17,1900-01-27,1900-01-06,1900-01-24,sábado,2024-06-27,13,130,Francia,Francia,32,Femenino,Tablet,6 Meses,0,6,Semestral,522,2036-08-01,176,Plan Premium,8,2036
523,Estándar,12,7,6,23,2023-06-07,1900-01-29,1900-01-06,1900-01-24,miércoles,2024-06-29,13,156,Italia,Italia,41,Masculino,Smartphone,3 Meses,0,3,Trimestral,523,2029-01-17,437,Plan Estándar,1,2029
523,Estándar,12,7,6,23,2023-06-07,1900-01-29,1900-01-06,1900-01-24,miércoles,2024-06-29,13,156,Italia,Italia,41,Masculino,Smartphone,3 Meses,0,3,Trimestral,523,2031-10-08,54,Plan Premium,10,2031
524,Premium,14,6,6,23,2023-06-06,1900-01-28,1900-01-06,1900-01-24,martes,2024-06-28,13,182,Canadá,Canadá,31,Masculino,Tablet,6 Meses,0,6,Semestral,524,2024-12-17,306,Plan Básico,12,2024
525,Básica,10,4,6,23,2023-06-04,1900-01-27,1900-01-06,1900-01-24,domingo,2024-06-27,13,130,Reino Unido,Reino Unido,44,Masculino,Tablet,1 Mes,0,1,Mensual,525,2023-11-22,430,Plan Estándar,11,2023
525,Básica,10,4,6,23,2023-06-04,1900-01-27,1900-01-06,1900-01-24,domingo,2024-06-27,13,130,Reino Unido,Reino Unido,44,Masculino,Tablet,1 Mes,0,1,Mensual,525,2032-11-21,396,Plan Premium,11,2032
525,Básica,10,4,6,23,2023-06-04,1900-01-27,1900-01-06,1900-01-24,domingo,2024-06-27,13,130,Reino Unido,Reino Unido,44,Masculino,Tablet,1 Mes,0,1,Mensual,525,2034-12-15,385,Plan Básico,12,2034
526,Básica,10,20,6,23,2023-06-20,1900-01-28,1900-01-06,1900-01-24,martes,2024-06-28,13,130,Méjico,Méjico,49,Masculino,Ordenador,1 Mes,0,1,Mensual,526,2025-01-13,493,Plan Estándar,1,2025
526,Básica,10,20,6,23,2023-06-20,1900-01-28,1900-01-06,1900-01-24,martes,2024-06-28,13,130,Méjico,Méjico,49,Masculino,Ordenador,1 Mes,0,1,Mensual,526,2025-01-18,491,Plan Premium,1,2025
526,Básica,10,20,6,23,2023-06-20,1900-01-28,1900-01-06,1900-01-24,martes,2024-06-28,13,130,Méjico,Méjico,49,Masculino,Ordenador,1 Mes,0,1,Mensual,526,2027-07-10,109,Plan Básico,7,2027
526,Básica,10,20,6,23,2023-06-20,1900-01-28,1900-01-06,1900-01-24,martes,2024-06-28,13,130,Méjico,Méjico,49,Masculino,Ordenador,1 Mes,0,1,Mensual,526,2029-05-09,193,Plan Básico,5,2029
526,Básica,10,20,6,23,2023-06-20,1900-01-28,1900-01-06,1900-01-24,martes,2024-06-28,13,130,Méjico,Méjico,49,Masculino,Ordenador,1 Mes,0,1,Mensual,526,2035-09-13,19,Plan Premium,9,2035
527,Premium,14,10,7,23,2023-07-10,1900-01-28,1900-01-06,1900-01-24,lunes,2024-06-28,12,168,Canadá,Canadá,48,Femenino,Tablet,6 Meses,0,6,Semestral,527,2027-02-09,410,Plan Premium,2,2027
527,Premium,14,10,7,23,2023-07-10,1900-01-28,1900-01-06,1900-01-24,lunes,2024-06-28,12,168,Canadá,Canadá,48,Femenino,Tablet,6 Meses,0,6,Semestral,527,2030-07-04,233,Plan Estándar,7,2030
527,Premium,14,10,7,23,2023-07-10,1900-01-28,1900-01-06,1900-01-24,lunes,2024-06-28,12,168,Canadá,Canadá,48,Femenino,Tablet,6 Meses,0,6,Semestral,527,2036-08-15,496,Plan Estándar,8,2036
529,Estándar,12,7,7,23,2023-07-07,1900-01-27,1900-01-06,1900-01-24,viernes,2024-06-27,12,144,Australia,Australia,50,Femenino,Ordenador,1 Mes,0,1,Mensual,529,2029-10-12,10,Plan Básico,10,2029
529,Estándar,12,7,7,23,2023-07-07,1900-01-27,1900-01-06,1900-01-24,viernes,2024-06-27,12,144,Australia,Australia,50,Femenino,Ordenador,1 Mes,0,1,Mensual,529,2033-10-22,347,Plan Premium,10,2033
529,Estándar,12,7,7,23,2023-07-07,1900-01-27,1900-01-06,1900-01-24,viernes,2024-06-27,12,144,Australia,Australia,50,Femenino,Ordenador,1 Mes,0,1,Mensual,529,2035-08-11,212,Plan Estándar,8,2035
530,Básica,10,22,6,23,2023-06-22,1900-01-28,1900-01-06,1900-01-24,jueves,2024-06-28,13,130,Reino Unido,Reino Unido,49,Femenino,Smart TV,12 Meses,0,12,Anual,530,2027-07-03,196,Plan Básico,7,2027
530,Básica,10,22,6,23,2023-06-22,1900-01-28,1900-01-06,1900-01-24,jueves,2024-06-28,13,130,Reino Unido,Reino Unido,49,Femenino,Smart TV,12 Meses,0,12,Anual,530,2034-09-28,123,Plan Básico,9,2034
530,Básica,10,22,6,23,2023-06-22,1900-01-28,1900-01-06,1900-01-24,jueves,2024-06-28,13,130,Reino Unido,Reino Unido,49,Femenino,Smart TV,12 Meses,0,12,Anual,530,2035-06-07,136,Plan Básico,6,2035
532,Estándar,12,3,6,23,2023-06-03,1900-01-28,1900-01-06,1900-01-24,sábado,2024-06-28,13,156,Australia,Australia,38,Masculino,Ordenador,1 Mes,0,1,Mensual,532,2025-04-11,18,Plan Básico,4,2025
532,Estándar,12,3,6,23,2023-06-03,1900-01-28,1900-01-06,1900-01-24,sábado,2024-06-28,13,156,Australia,Australia,38,Masculino,Ordenador,1 Mes,0,1,Mensual,532,2029-11-07,488,Plan Premium,11,2029
532,Estándar,12,3,6,23,2023-06-03,1900-01-28,1900-01-06,1900-01-24,sábado,2024-06-28,13,156,Australia,Australia,38,Masculino,Ordenador,1 Mes,0,1,Mensual,532,2033-11-30,229,Plan Estándar,11,2033
532,Estándar,12,3,6,23,2023-06-03,1900-01-28,1900-01-06,1900-01-24,sábado,2024-06-28,13,156,Australia,Australia,38,Masculino,Ordenador,1 Mes,0,1,Mensual,532,2034-06-10,43,Plan Básico,6,2034
533,Básica,10,4,6,23,2023-06-04,1900-01-27,1900-01-06,1900-01-24,domingo,2024-06-27,13,130,Italia,Italia,38,Masculino,Smartphone,6 Meses,0,6,Semestral,533,2030-03-30,456,Plan Básico,3,2030
533,Básica,10,4,6,23,2023-06-04,1900-01-27,1900-01-06,1900-01-24,domingo,2024-06-27,13,130,Italia,Italia,38,Masculino,Smartphone,6 Meses,0,6,Semestral,533,2031-10-14,76,Plan Estándar,10,2031
537,Premium,14,17,6,23,2023-06-17,1900-01-27,1900-01-06,1900-01-24,sábado,2024-06-27,13,182,Italia,Italia,38,Masculino,Smartphone,12 Meses,0,12,Anual,537,2025-02-09,43,Plan Básico,2,2025
537,Premium,14,17,6,23,2023-06-17,1900-01-27,1900-01-06,1900-01-24,sábado,2024-06-27,13,182,Italia,Italia,38,Masculino,Smartphone,12 Meses,0,12,Anual,537,2025-09-13,205,Plan Premium,9,2025
537,Premium,14,17,6,23,2023-06-17,1900-01-27,1900-01-06,1900-01-24,sábado,2024-06-27,13,182,Italia,Italia,38,Masculino,Smartphone,12 Meses,0,12,Anual,537,2028-07-27,374,Plan Estándar,7,2028
537,Premium,14,17,6,23,2023-06-17,1900-01-27,1900-01-06,1900-01-24,sábado,2024-06-27,13,182,Italia,Italia,38,Masculino,Smartphone,12 Meses,0,12,Anual,537,2035-04-17,276,Plan Premium,4,2035
538,Estándar,12,19,6,23,2023-06-19,1900-01-28,1900-01-06,1900-01-24,lunes,2024-06-28,13,156,Reino Unido,Reino Unido,40,Femenino,Tablet,1 Mes,0,1,Mensual,538,2023-11-17,56,Plan Básico,11,2023
540,Estándar,12,3,7,23,2023-07-03,1900-01-29,1900-01-06,1900-01-24,lunes,2024-06-29,12,144,España,España,40,Masculino,Smartphone,3 Meses,0,3,Trimestral,540,2024-08-09,120,Plan Básico,8,2024
540,Estándar,12,3,7,23,2023-07-03,1900-01-29,1900-01-06,1900-01-24,lunes,2024-06-29,12,144,España,España,40,Masculino,Smartphone,3 Meses,0,3,Trimestral,540,2031-11-24,115,Plan Estándar,11,2031
541,Premium,14,13,7,23,2023-07-13,1900-01-27,1900-01-06,1900-01-24,jueves,2024-06-27,12,168,Australia,Australia,31,Masculino,Smart TV,6 Meses,0,6,Semestral,541,2023-05-07,150,Plan Premium,5,2023
541,Premium,14,13,7,23,2023-07-13,1900-01-27,1900-01-06,1900-01-24,jueves,2024-06-27,12,168,Australia,Australia,31,Masculino,Smart TV,6 Meses,0,6,Semestral,541,2031-12-17,62,Plan Premium,12,2031
542,Básica,10,26,7,23,2023-07-26,1900-01-27,1900-01-06,1900-01-24,miércoles,2024-06-27,12,120,Australia,Australia,41,Masculino,Smartphone,1 Mes,0,1,Mensual,542,2024-11-10,97,Plan Estándar,11,2024
542,Básica,10,26,7,23,2023-07-26,1900-01-27,1900-01-06,1900-01-24,miércoles,2024-06-27,12,120,Australia,Australia,41,Masculino,Smartphone,1 Mes,0,1,Mensual,542,2029-05-23,400,Plan Básico,5,2029
542,Básica,10,26,7,23,2023-07-26,1900-01-27,1900-01-06,1900-01-24,miércoles,2024-06-27,12,120,Australia,Australia,41,Masculino,Smartphone,1 Mes,0,1,Mensual,542,2031-01-29,11,Plan Estándar,1,2031
542,Básica,10,26,7,23,2023-07-26,1900-01-27,1900-01-06,1900-01-24,miércoles,2024-06-27,12,120,Australia,Australia,41,Masculino,Smartphone,1 Mes,0,1,Mensual,542,2031-06-08,393,Plan Premium,6,2031
542,Básica,10,26,7,23,2023-07-26,1900-01-27,1900-01-06,1900-01-24,miércoles,2024-06-27,12,120,Australia,Australia,41,Masculino,Smartphone,1 Mes,0,1,Mensual,542,2033-11-15,416,Plan Básico,11,2033
543,Estándar,12,27,7,23,2023-07-27,1900-01-28,1900-01-06,1900-01-24,jueves,2024-06-28,12,144,Reino Unido,Reino Unido,37,Masculino,Smartphone,12 Meses,0,12,Anual,543,2028-08-01,51,Plan Premium,8,2028
546,Premium,14,20,8,23,2023-08-20,1900-01-26,1900-01-06,1900-01-24,domingo,2024-06-26,11,154,Australia,Australia,31,Masculino,Smart TV,1 Mes,0,1,Mensual,546,2026-05-29,440,Plan Premium,5,2026
546,Premium,14,20,8,23,2023-08-20,1900-01-26,1900-01-06,1900-01-24,domingo,2024-06-26,11,154,Australia,Australia,31,Masculino,Smart TV,1 Mes,0,1,Mensual,546,2028-10-23,159,Plan Estándar,10,2028
547,Básica,10,5,9,23,2023-09-05,1900-01-27,1900-01-06,1900-01-24,martes,2024-06-27,10,100,Australia,Australia,39,Masculino,Tablet,3 Meses,0,3,Trimestral,547,2023-10-12,10,Plan Premium,10,2023
547,Básica,10,5,9,23,2023-09-05,1900-01-27,1900-01-06,1900-01-24,martes,2024-06-27,10,100,Australia,Australia,39,Masculino,Tablet,3 Meses,0,3,Trimestral,547,2029-07-14,353,Plan Premium,7,2029
547,Básica,10,5,9,23,2023-09-05,1900-01-27,1900-01-06,1900-01-24,martes,2024-06-27,10,100,Australia,Australia,39,Masculino,Tablet,3 Meses,0,3,Trimestral,547,2031-06-21,252,Plan Básico,6,2031
548,Estándar,12,5,9,23,2023-09-05,1900-01-27,1900-01-06,1900-01-24,martes,2024-06-27,10,120,Alemania,Alemania,51,Femenino,Smartphone,1 Mes,0,1,Mensual,548,2029-08-05,222,Plan Estándar,8,2029
549,Estándar,12,5,9,23,2023-09-05,1900-01-27,1900-01-06,1900-01-24,martes,2024-06-27,10,120,Francia,Francia,38,Femenino,Smartphone,3 Meses,0,3,Trimestral,549,2027-05-26,262,Plan Básico,5,2027
551,Premium,14,3,9,23,2023-09-03,1900-01-28,1900-01-06,1900-01-24,domingo,2024-06-28,10,140,Reino Unido,Reino Unido,41,Femenino,Ordenador,12 Meses,0,12,Anual,551,2024-02-12,373,Plan Estándar,2,2024
551,Premium,14,3,9,23,2023-09-03,1900-01-28,1900-01-06,1900-01-24,domingo,2024-06-28,10,140,Reino Unido,Reino Unido,41,Femenino,Ordenador,12 Meses,0,12,Anual,551,2030-04-05,473,Plan Estándar,4,2030
552,Básica,10,29,8,23,2023-08-29,1900-01-27,1900-01-06,1900-01-24,martes,2024-06-27,10,100,Canadá,Canadá,48,Femenino,Tablet,3 Meses,0,3,Trimestral,552,2032-07-10,325,Plan Premium,7,2032
552,Básica,10,29,8,23,2023-08-29,1900-01-27,1900-01-06,1900-01-24,martes,2024-06-27,10,100,Canadá,Canadá,48,Femenino,Tablet,3 Meses,0,3,Trimestral,552,2035-07-27,432,Plan Básico,7,2035
553,Estándar,12,27,8,23,2023-08-27,1900-01-28,1900-01-06,1900-01-24,domingo,2024-06-28,11,132,Francia,Francia,39,Masculino,Smart TV,1 Mes,0,1,Mensual,553,2027-04-19,417,Plan Estándar,4,2027
553,Estándar,12,27,8,23,2023-08-27,1900-01-28,1900-01-06,1900-01-24,domingo,2024-06-28,11,132,Francia,Francia,39,Masculino,Smart TV,1 Mes,0,1,Mensual,553,2027-07-15,53,Plan Básico,7,2027
553,Estándar,12,27,8,23,2023-08-27,1900-01-28,1900-01-06,1900-01-24,domingo,2024-06-28,11,132,Francia,Francia,39,Masculino,Smart TV,1 Mes,0,1,Mensual,553,2030-09-11,94,Plan Premium,9,2030
554,Premium,14,29,8,23,2023-08-29,1900-01-29,1900-01-06,1900-01-24,martes,2024-06-29,11,154,Alemania,Alemania,37,Masculino,Smartphone,1 Mes,0,1,Mensual,554,2036-07-14,58,Plan Estándar,7,2036
555,Básica,10,13,9,23,2023-09-13,1900-01-28,1900-01-06,1900-01-24,miércoles,2024-06-28,10,100,Francia,Francia,37,Femenino,Smartphone,1 Mes,0,1,Mensual,555,2030-08-26,219,Plan Básico,8,2030
556,Premium,14,24,9,23,2023-09-24,1900-01-27,1900-01-06,1900-01-24,domingo,2024-06-27,10,140,Méjico,Méjico,34,Masculino,Smartphone,12 Meses,0,12,Anual,556,2035-09-17,458,Plan Básico,9,2035
558,Estándar,12,18,10,23,2023-10-18,1900-01-30,1900-01-06,1900-01-24,miércoles,2024-06-30,9,108,Reino Unido,Reino Unido,37,Femenino,Smart TV,3 Meses,0,3,Trimestral,558,2031-04-12,58,Plan Básico,4,2031
558,Estándar,12,18,10,23,2023-10-18,1900-01-30,1900-01-06,1900-01-24,miércoles,2024-06-30,9,108,Reino Unido,Reino Unido,37,Femenino,Smart TV,3 Meses,0,3,Trimestral,558,2031-12-08,383,Plan Estándar,12,2031
559,Estándar,12,19,10,23,2023-10-19,1900-01-28,1900-01-06,1900-01-24,jueves,2024-06-28,9,108,Reino Unido,Reino Unido,51,Femenino,Tablet,1 Mes,0,1,Mensual,559,2025-04-14,276,Plan Básico,4,2025
559,Estándar,12,19,10,23,2023-10-19,1900-01-28,1900-01-06,1900-01-24,jueves,2024-06-28,9,108,Reino Unido,Reino Unido,51,Femenino,Tablet,1 Mes,0,1,Mensual,559,2029-12-15,26,Plan Básico,12,2029
559,Estándar,12,19,10,23,2023-10-19,1900-01-28,1900-01-06,1900-01-24,jueves,2024-06-28,9,108,Reino Unido,Reino Unido,51,Femenino,Tablet,1 Mes,0,1,Mensual,559,2036-06-19,51,Plan Estándar,6,2036
560,Básica,10,14,10,23,2023-10-14,1900-01-29,1900-01-06,1900-01-24,sábado,2024-06-29,9,90,Italia,Italia,45,Masculino,Ordenador,1 Mes,0,1,Mensual,560,2024-01-21,38,Plan Premium,1,2024
560,Básica,10,14,10,23,2023-10-14,1900-01-29,1900-01-06,1900-01-24,sábado,2024-06-29,9,90,Italia,Italia,45,Masculino,Ordenador,1 Mes,0,1,Mensual,560,2033-02-23,198,Plan Estándar,2,2033
560,Básica,10,14,10,23,2023-10-14,1900-01-29,1900-01-06,1900-01-24,sábado,2024-06-29,9,90,Italia,Italia,45,Masculino,Ordenador,1 Mes,0,1,Mensual,560,2033-03-08,339,Plan Premium,3,2033
561,Premium,14,30,9,23,2023-09-30,1900-01-28,1900-01-06,1900-01-24,sábado,2024-06-28,9,126,Italia,Italia,29,Femenino,Ordenador,3 Meses,0,3,Trimestral,561,2028-06-25,198,Plan Estándar,6,2028
561,Premium,14,30,9,23,2023-09-30,1900-01-28,1900-01-06,1900-01-24,sábado,2024-06-28,9,126,Italia,Italia,29,Femenino,Ordenador,3 Meses,0,3,Trimestral,561,2032-10-20,47,Plan Estándar,10,2032
563,Estándar,12,24,9,23,2023-09-24,1900-01-29,1900-01-06,1900-01-24,domingo,2024-06-29,10,120,Francia,Francia,34,Masculino,Tablet,3 Meses,0,3,Trimestral,563,2023-02-01,270,Plan Estándar,2,2023
563,Estándar,12,24,9,23,2023-09-24,1900-01-29,1900-01-06,1900-01-24,domingo,2024-06-29,10,120,Francia,Francia,34,Masculino,Tablet,3 Meses,0,3,Trimestral,563,2023-09-30,219,Plan Básico,9,2023
563,Estándar,12,24,9,23,2023-09-24,1900-01-29,1900-01-06,1900-01-24,domingo,2024-06-29,10,120,Francia,Francia,34,Masculino,Tablet,3 Meses,0,3,Trimestral,563,2028-12-10,85,Plan Premium,12,2028
563,Estándar,12,24,9,23,2023-09-24,1900-01-29,1900-01-06,1900-01-24,domingo,2024-06-29,10,120,Francia,Francia,34,Masculino,Tablet,3 Meses,0,3,Trimestral,563,2030-11-02,30,Plan Estándar,11,2030
564,Premium,14,28,9,23,2023-09-28,1900-01-29,1900-01-06,1900-01-24,jueves,2024-06-29,10,140,Australia,Australia,35,Masculino,Smartphone,6 Meses,0,6,Semestral,564,2023-04-30,269,Plan Estándar,4,2023
564,Premium,14,28,9,23,2023-09-28,1900-01-29,1900-01-06,1900-01-24,jueves,2024-06-29,10,140,Australia,Australia,35,Masculino,Smartphone,6 Meses,0,6,Semestral,564,2023-06-14,51,Plan Básico,6,2023
564,Premium,14,28,9,23,2023-09-28,1900-01-29,1900-01-06,1900-01-24,jueves,2024-06-29,10,140,Australia,Australia,35,Masculino,Smartphone,6 Meses,0,6,Semestral,564,2034-08-07,394,Plan Premium,8,2034
565,Básica,10,29,9,23,2023-09-29,1900-01-27,1900-01-06,1900-01-24,viernes,2024-06-27,9,90,Reino Unido,Reino Unido,29,Masculino,Ordenador,1 Mes,0,1,Mensual,565,2035-01-20,327,Plan Estándar,1,2035
567,Básica,10,8,11,23,2023-11-08,1900-01-29,1900-01-06,1900-01-24,miércoles,2024-06-29,8,80,Reino Unido,Reino Unido,36,Masculino,Smart TV,1 Mes,0,1,Mensual,567,2025-09-02,233,Plan Básico,9,2025
567,Básica,10,8,11,23,2023-11-08,1900-01-29,1900-01-06,1900-01-24,miércoles,2024-06-29,8,80,Reino Unido,Reino Unido,36,Masculino,Smart TV,1 Mes,0,1,Mensual,567,2033-07-28,238,Plan Premium,7,2033
569,Estándar,12,17,11,23,2023-11-17,1900-01-26,1900-01-06,1900-01-24,viernes,2024-06-26,8,96,Reino Unido,Reino Unido,31,Femenino,Ordenador,1 Mes,0,1,Mensual,569,2033-01-09,155,Plan Estándar,1,2033
569,Estándar,12,17,11,23,2023-11-17,1900-01-26,1900-01-06,1900-01-24,viernes,2024-06-26,8,96,Reino Unido,Reino Unido,31,Femenino,Ordenador,1 Mes,0,1,Mensual,569,2036-08-13,380,Plan Premium,8,2036
570,Básica,10,20,11,23,2023-11-20,1900-01-30,1900-01-06,1900-01-24,lunes,2024-06-30,8,80,Francia,Francia,41,Femenino,Ordenador,1 Mes,0,1,Mensual,570,2023-11-06,132,Plan Premium,11,2023
570,Básica,10,20,11,23,2023-11-20,1900-01-30,1900-01-06,1900-01-24,lunes,2024-06-30,8,80,Francia,Francia,41,Femenino,Ordenador,1 Mes,0,1,Mensual,570,2026-12-20,280,Plan Estándar,12,2026
570,Básica,10,20,11,23,2023-11-20,1900-01-30,1900-01-06,1900-01-24,lunes,2024-06-30,8,80,Francia,Francia,41,Femenino,Ordenador,1 Mes,0,1,Mensual,570,2027-01-13,225,Plan Básico,1,2027
571,Premium,14,21,11,23,2023-11-21,1900-01-29,1900-01-06,1900-01-24,martes,2024-06-29,8,112,EEUU,EEUU,37,Masculino,Smart TV,3 Meses,0,3,Trimestral,571,2029-10-29,472,Plan Premium,10,2029
571,Premium,14,21,11,23,2023-11-21,1900-01-29,1900-01-06,1900-01-24,martes,2024-06-29,8,112,EEUU,EEUU,37,Masculino,Smart TV,3 Meses,0,3,Trimestral,571,2034-05-19,199,Plan Premium,5,2034
572,Básica,10,21,11,23,2023-11-21,1900-01-30,1900-01-06,1900-01-24,martes,2024-06-30,8,80,Italia,Italia,49,Femenino,Tablet,6 Meses,0,6,Semestral,572,2026-11-18,167,Plan Premium,11,2026
572,Básica,10,21,11,23,2023-11-21,1900-01-30,1900-01-06,1900-01-24,martes,2024-06-30,8,80,Italia,Italia,49,Femenino,Tablet,6 Meses,0,6,Semestral,572,2028-11-08,424,Plan Básico,11,2028
573,Estándar,12,18,11,23,2023-11-18,1900-01-27,1900-01-06,1900-01-24,sábado,2024-06-27,8,96,España,España,37,Femenino,Smart TV,6 Meses,0,6,Semestral,573,2029-10-06,175,Plan Estándar,10,2029
573,Estándar,12,18,11,23,2023-11-18,1900-01-27,1900-01-06,1900-01-24,sábado,2024-06-27,8,96,España,España,37,Femenino,Smart TV,6 Meses,0,6,Semestral,573,2034-04-23,266,Plan Premium,4,2034
573,Estándar,12,18,11,23,2023-11-18,1900-01-27,1900-01-06,1900-01-24,sábado,2024-06-27,8,96,España,España,37,Femenino,Smart TV,6 Meses,0,6,Semestral,573,2035-06-18,338,Plan Básico,6,2035
574,Premium,14,26,10,23,2023-10-26,1900-01-29,1900-01-06,1900-01-24,jueves,2024-06-29,9,126,Reino Unido,Reino Unido,36,Femenino,Smartphone,1 Mes,0,1,Mensual,574,2030-11-20,403,Plan Estándar,11,2030
575,Básica,10,25,10,23,2023-10-25,1900-01-28,1900-01-06,1900-01-24,miércoles,2024-06-28,9,90,Reino Unido,Reino Unido,38,Femenino,Smart TV,1 Mes,0,1,Mensual,575,2023-12-08,277,Plan Premium,12,2023
575,Básica,10,25,10,23,2023-10-25,1900-01-28,1900-01-06,1900-01-24,miércoles,2024-06-28,9,90,Reino Unido,Reino Unido,38,Femenino,Smart TV,1 Mes,0,1,Mensual,575,2025-06-16,327,Plan Estándar,6,2025
575,Básica,10,25,10,23,2023-10-25,1900-01-28,1900-01-06,1900-01-24,miércoles,2024-06-28,9,90,Reino Unido,Reino Unido,38,Femenino,Smart TV,1 Mes,0,1,Mensual,575,2025-09-11,209,Plan Estándar,9,2025
575,Básica,10,25,10,23,2023-10-25,1900-01-28,1900-01-06,1900-01-24,miércoles,2024-06-28,9,90,Reino Unido,Reino Unido,38,Femenino,Smart TV,1 Mes,0,1,Mensual,575,2027-11-07,221,Plan Estándar,11,2027
575,Básica,10,25,10,23,2023-10-25,1900-01-28,1900-01-06,1900-01-24,miércoles,2024-06-28,9,90,Reino Unido,Reino Unido,38,Femenino,Smart TV,1 Mes,0,1,Mensual,575,2030-01-11,117,Plan Básico,1,2030
575,Básica,10,25,10,23,2023-10-25,1900-01-28,1900-01-06,1900-01-24,miércoles,2024-06-28,9,90,Reino Unido,Reino Unido,38,Femenino,Smart TV,1 Mes,0,1,Mensual,575,2035-09-19,366,Plan Básico,9,2035
575,Básica,10,25,10,23,2023-10-25,1900-01-28,1900-01-06,1900-01-24,miércoles,2024-06-28,9,90,Reino Unido,Reino Unido,38,Femenino,Smart TV,1 Mes,0,1,Mensual,575,2036-03-01,137,Plan Premium,3,2036
576,Premium,14,26,10,23,2023-10-26,1900-01-30,1900-01-06,1900-01-24,jueves,2024-06-30,9,126,Australia,Australia,49,Femenino,Tablet,12 Meses,0,12,Anual,576,2027-08-18,387,Plan Estándar,8,2027
576,Premium,14,26,10,23,2023-10-26,1900-01-30,1900-01-06,1900-01-24,jueves,2024-06-30,9,126,Australia,Australia,49,Femenino,Tablet,12 Meses,0,12,Anual,576,2031-01-04,67,Plan Premium,1,2031
579,Estándar,12,16,10,23,2023-10-16,1900-01-28,1900-01-06,1900-01-24,lunes,2024-06-28,9,108,Australia,Australia,35,Femenino,Tablet,1 Mes,0,1,Mensual,579,2030-07-22,20,Plan Básico,7,2030
579,Estándar,12,16,10,23,2023-10-16,1900-01-28,1900-01-06,1900-01-24,lunes,2024-06-28,9,108,Australia,Australia,35,Femenino,Tablet,1 Mes,0,1,Mensual,579,2031-06-09,309,Plan Básico,6,2031
580,Básica,10,9,8,23,2023-08-09,1900-01-29,1900-01-06,1900-01-24,miércoles,2024-06-29,11,110,Francia,Francia,46,Femenino,Tablet,1 Mes,0,1,Mensual,580,2026-08-19,311,Plan Estándar,8,2026
580,Básica,10,9,8,23,2023-08-09,1900-01-29,1900-01-06,1900-01-24,miércoles,2024-06-29,11,110,Francia,Francia,46,Femenino,Tablet,1 Mes,0,1,Mensual,580,2032-03-28,458,Plan Básico,3,2032
